Lphn1	3.76078076573456
Ank3	5.11331547121436
Ap2b1	9.22062042451631
Bcan	4.59959094107534
Bdnf	4.09523492982105
Bsn	5.49310848268307
Cadm2	4.66434844292323
Cadps	7.66909870561753
Cadps	8.02021632274623
Cacng8	4.70017855097128
mdg2	6.77333829661246
Cask	5.64403800517308
Cdh2	3.1820795092798
Clcn3	4.06559924593799
Cltb	9.06728623092302
Cplx1	3.79521015718184
Cplx2	5.3631116741091
Ctnnb1	3.54610881561723
Ctnnd1	3.12610147889921
Cyfip2	7.83942596546374
Dbn1	5.74643573388004
Dennd1a	5.93467306494854
Dlg1	5.21774720648903
Dlg4	4.76358020442472
Dlg3	3.28636664336444
Dlgap4	4.10056000066874
Dtnb	3.84546160985864
Erc1	2.41848520108059
Erc2	6.245521210248
Exoc4	5.81169691955915
Fmr1	4.18725222153344
Frrs1l	4.79539493200113
Gabra1	3.87824946412391
Gabra2	4.97451871554017
Gabra5	7.56329439202659
Gabrb3	3.99232548440238
Gabrb1	4.67399847226418
Gad1	2.90341826488468
Gad2	5.89018886782601
Git1	6.18545788958047
Gphn	6.63115173213595
Gria1	0.5
#Gria2	3.53716458063
#Gria3	3.74470850855916
Gria1	4.34981710933532
Grik2	4.17501681503197
Grin2b	3.44917760589787
Grin1	3.78040920608177
Grm3	2.787254048378
Grm5	3.04599062613123
Grm7	5.31673614294237
Hcn1	4.73114342522082
Hcn2	5.76544811614027
Homer3	4.58879251250336
Homer1	6.86905365975843
Hspa8	3.37220371309123
Igsf9b	14.359438169603
Iqsec3	4.18078637204461
Kcna2	3.80010072070763
Kcnab2	4.1806819956153
Lgi1	5.80468123980768
Lin7c	4.78539727894181
Lin7a	8.66859654357997
Lrrc7	4.34443756032077
Map1s	6.41183155548214
Marcks	7.45616760058091
Mgll	6.39342851912375
Napa	4.38113430201534
Ndel1	3.53870853957261
Nf1	5.74513663821566
Nlgn3	3.43969505252449
Nlgn1	3.73176837457955
Nlgn2	4.37028087683343
Nos1	5.16413059078987
Nptn	7.24796059527108
Nrcam	2.54140567203545
Nrcam	3.36233366710671
Nrn1	8.31976238358156
Nrxn1	3.60828815695304
Nrxn2	3.60022459894385
Nrxn3	10.2000973456571
Nsf	6.31537566185911
Olfm1	5.30297414311188
Pacsin1	8.21643963293304
Pclo	4.50432629378075
Pclo	3.73663805273007
Phactr1	5.15358203582497
Picalm	3.95504282106179
Ppfia2	6.86749669265536
Ppfia4	6.44599982575063
Ppfia3	6.28730643603249
Ppp1r9a	3.81711400628162
Ppp1r9b	4.11559852050952
Ppt1	4.8382766714045
Prrt1	3.44949366550561
Psen2	4.45582369040109
Ptprf	2.95411506890731
Rab3a	5.94038553765672
Rab3gap1	4.7823772695881
Rab3gap2	5.96421703607557
Rapgef2	6.6680803959781
Rapgef4	6.04841041984254
Rgs12	5.51965997513892
Rims1	4.74470686525752
Rph3a	5.18923394140422
Sarm1	10.2823328716439
Sdk2	6.25073527720214
Shank1	7.06213904689463
Shank3	5.69676723717033
Shisa6	4.3102106567614
Slc17a7	7.39684812528764
Slc32a1	10.5925666635122
Slc4a7	4.92038420196604
Slc6a9	3.83290629400099
Snap25	3.54979038886602
Snca	10.8146357067456
Sncb	8.22569036853574
Sntb1	7.48053692212198
Srcin1	5.95681412719052
Sv2c	12.6194704572353
Sv2a	9.28628704524103
Sv2b	8.89666710065842
Syn1	13.0152793343138
Syn2	8.99516696361333
Syn3	10.8228604316773
Syngap1	5.0136231084544
Syp	9.15307229923194
Syt1	7.19595696438869
Syt11	3.10877550080607
Syt12	7.07418187439545
Syt17	6.39457781023502
Syt3	5.02802735385632
Syt7	6.98849620745002
Stx1b	8.66668197460625
Tenm2	4.50834335230106
Tiam1	3.9781946516493
Unc13a	5.45444898351904
Unc13a	3.24960306030848
Unc5c	4.19847178153581
Usp14	5.90917576975406
Vamp3	3.93318989110781
Vamp7	3.99311562549824
Wasf1	5.9545479325204
Camk2a	6.64393683393175
Camk2g	7.64915153333313
Camk2g	7.47707638160135
Camk2d	6.3626910719569
Ptprs	3.55752476329013
Epha4	3.37927124241208
Stx6	2.54521976497533
Snap29	7.85270055401951
Rab7a	4.16602269756799
Hip1	5.11517694167851
Hip1r	6.83764947198004
Synj1	6.25899613268003
Rab8a	5.46992708955732
Rab5c	4.20738377422572
Map2	3.44306511308065
Cdk5	5.97267725014623
Atp6v0a1	9.42473437202296
Rab5a	4.63323586711866
Ap3d1	7.47294934002861
Htt	6.70772884342358
Dlg2	4.69142385396568
Stx7	6.82108890544004
Dbnl	7.46635117739133
Syngr3	10.1661831159306
Syngr1	9.8472316230227
Snap91	9.17807638906579
Stxbp1	9.5668947761041
Stxbp1	8.84675614308505
Ap2m1	8.59302356054256
Ctnna2	8.00535198715541
L1cam	7.12600247946461
Sept5	6.49785364989957
Kalrn	4.86621760269563
Napb	6.33699411864708
Rab3c	7.0181640018266
Cttnbp2	5.96779469972032
Epn1	7.44566826474181
Dclk1	7.97131017460663
Epb41l1	9.82889314718937
Palm	13.1268735775723
